Service1,Service2,NumberOfCommonChanges
Start_XUTES,Renew_QUNAV,4
Start_XUTES,Send_ZUFAL,4
Start_XUTES,Send_VEPOM,4
Start_XUTES,Receive_RUXAZ,4
Start_XUTES,Trigger_SAZEB,4
Start_XUTES,Receive_NOBES,4
Start_XUTES,Convert_ZAKOR,4
Start_XUTES,Complete_MEKAR,5
Start_XUTES,Stop_HIHEV,5
Start_XUTES,Receive_ZACOV,5
Start_XUTES,IsExistent_QEMOQ,5
Start_XUTES,Send_GIHAX,5
Start_XUTES,Reject_COVAN,5
Start_XUTES,Start_XEMAL,5
Start_XUTES,Migrate_LICEV,5
Start_XUTES,SetStatus_POXAN,6
Start_XUTES,Touch_WUVOK,6
Start_XUTES,Stop_PALEN,6
Start_XUTES,Transform_ZOXAB,6
Start_XUTES,Select_GADEG,6
Start_XUTES,SetStatus_LAHOQ,7
Start_XUTES,IsExistent_CIZEX,7
Start_XUTES,SetStatus_KOKAG,7
Start_XUTES,Collect_MAGEZ,8
Start_XUTES,Delete_FONAT,8
Start_XUTES,Initialize_SISOG,9
Start_XUTES,Touch_PORAM,9
Start_XUTES,Complete_LULEK,9
Initialize_ZAVOT,Touch_LUMAS,12
Initialize_ZAVOT,IsExistent_WOBAM,24
Stop_BEXAV,Start_SELOX,1
IsExistent_CIZEX,Start_NIZAL,1
IsExistent_CIZEX,Select_CELAM,1
IsExistent_CIZEX,Start_FOMAB,1
IsExistent_CIZEX,Stop_POSOV,1
IsExistent_CIZEX,Trigger_LUTOK,1
IsExistent_CIZEX,Assign_LEDOR,1
IsExistent_CIZEX,Generate_COMEK,1
IsExistent_CIZEX,Trigger_FUSEV,1
IsExistent_CIZEX,Assign_TAKAS,1
IsExistent_CIZEX,SetStatus_ZUPEZ,1
IsExistent_CIZEX,Report_BUTAQ,1
IsExistent_CIZEX,Freeze_XETOV,1
IsExistent_CIZEX,Start_ZIVAX,1
IsExistent_CIZEX,IsExistent_DABAG,1
IsExistent_CIZEX,Generate_XAXAL,1
IsExistent_CIZEX,Convert_ZEZEM,1
IsExistent_CIZEX,Stop_HIHEV,1
IsExistent_CIZEX,Receive_ZACOV,1
IsExistent_CIZEX,Trigger_BEDAX,1
IsExistent_CIZEX,Round_GAKEK,1
IsExistent_CIZEX,Initialize_MUPOQ,1
IsExistent_CIZEX,Stop_NARAR,1
IsExistent_CIZEX,Report_ROVAV,1
IsExistent_CIZEX,Generate_KEPEV,1
IsExistent_CIZEX,Round_MOSAZ,1
IsExistent_CIZEX,Migrate_NUTEB,1
IsExistent_CIZEX,Complete_CALAX,1
IsExistent_CIZEX,Transform_DEMEZ,1
IsExistent_CIZEX,Generate_TIHOM,1
IsExistent_CIZEX,Stop_DUSAX,1
IsExistent_CIZEX,IsExistent_FATEZ,1
IsExistent_CIZEX,Report_HIXAG,1
IsExistent_CIZEX,Select_KOZEK,1
IsExistent_CIZEX,Transform_PIFOQ,1
IsExistent_CIZEX,Start_GAZAQ,1
IsExistent_CIZEX,SetStatus_ROLOG,1
IsExistent_CIZEX,Send_VEPOM,1
IsExistent_CIZEX,Renew_WIRAN,1
IsExistent_CIZEX,Receive_BAVAS,1
IsExistent_CIZEX,SetStatus_WETEX,1
IsExistent_CIZEX,Send_BUZEG,1
IsExistent_CIZEX,Delete_DECAL,1
IsExistent_CIZEX,Collect_FIDEM,1
IsExistent_CIZEX,Receive_GOFON,1
IsExistent_CIZEX,Trigger_HUGAQ,1
IsExistent_CIZEX,Generate_LEKOS,1
IsExistent_CIZEX,SetStatus_CUDAS,1
IsExistent_CIZEX,Send_GIHAX,1
IsExistent_CIZEX,Touch_PORAM,1
IsExistent_CIZEX,Stop_ZEDOZ,1
IsExistent_CIZEX,Stop_QAFOL,1
IsExistent_CIZEX,Report_TOKOQ,1
IsExistent_CIZEX,Complete_ZIPAV,1
IsExistent_CIZEX,Renew_DATAB,1
IsExistent_CIZEX,Trigger_KUBEM,1
IsExistent_CIZEX,Migrate_QUHAT,1
IsExistent_CIZEX,Initialize_TIMAZ,1
IsExistent_CIZEX,Assign_XARAK,1
IsExistent_CIZEX,Send_HICET,1
IsExistent_CIZEX,Renew_KODOV,1
IsExistent_CIZEX,Send_FUGES,1
IsExistent_CIZEX,Assign_BAFOX,1
IsExistent_CIZEX,Transform_KENOM,1
IsExistent_CIZEX,Renew_MOREQ,1
IsExistent_CIZEX,Collect_PATAS,1
IsExistent_CIZEX,Send_QAZOK,1
IsExistent_CIZEX,Renew_REBAL,1
IsExistent_CIZEX,Round_HIVES,1
IsExistent_CIZEX,Initialize_XITAQ,1
IsExistent_CIZEX,Select_FICOX,1
IsExistent_CIZEX,SetStatus_HUFEB,1
IsExistent_CIZEX,Reject_MEMOT,1
IsExistent_CIZEX,Transform_BAKAQ,1
IsExistent_CIZEX,Stop_VAGAS,1
IsExistent_CIZEX,Delete_LEXOQ,1
IsExistent_CIZEX,Collect_MIZAR,1
IsExistent_CIZEX,Trigger_PUCOT,1
IsExistent_CIZEX,Migrate_VUKEG,1
IsExistent_CIZEX,Freeze_WALOK,1
IsExistent_CIZEX,Select_GIVAT,1
IsExistent_CIZEX,Complete_LABAZ,1
IsExistent_CIZEX,Send_NIDOG,1
IsExistent_CIZEX,Delete_QUGEL,1
IsExistent_CIZEX,Collect_RAHOM,1
IsExistent_CIZEX,Round_ZEROV,1
IsExistent_CIZEX,Initialize_FAXAG,1
IsExistent_CIZEX,IsExistent_HIBOL,1
IsExistent_CIZEX,Transform_RULAV,1
IsExistent_CIZEX,Start_KIFEV,1
IsExistent_CIZEX,Initialize_LOGOX,1
IsExistent_CIZEX,Receive_DICEZ,1
IsExistent_CIZEX,Trigger_FODOB,1
IsExistent_CIZEX,Migrate_CIMET,1
IsExistent_CIZEX,Select_SOHOG,1
IsExistent_CIZEX,Migrate_NOFOL,1
IsExistent_CIZEX,SetStatus_WAFOG,1
IsExistent_CIZEX,Start_RACOL,1
IsExistent_CIZEX,Select_ZELOT,1
IsExistent_CIZEX,SetStatus_HEXAS,1
IsExistent_CIZEX,Send_MUCAX,1
IsExistent_CIZEX,Round_DEZOM,1
IsExistent_CIZEX,Reject_HAPAN,1
IsExistent_CIZEX,Transform_WUMEK,1
IsExistent_CIZEX,Collect_HECEL,1
IsExistent_CIZEX,Receive_KIDOM,1
IsExistent_CIZEX,Convert_PEKAS,1
IsExistent_CIZEX,Round_QILET,1
IsExistent_CIZEX,Migrate_ROMOV,1
IsExistent_CIZEX,Freeze_SUNAX,1
IsExistent_CIZEX,Stop_WISAG,1
IsExistent_CIZEX,Assign_ZUVOL,1
IsExistent_CIZEX,Select_CEZEN,1
IsExistent_CIZEX,Reject_DIBOQ,1
IsExistent_CIZEX,SetStatus_FOCAR,1
IsExistent_CIZEX,Complete_GUDES,1
IsExistent_CIZEX,Transform_HAFOT,1
IsExistent_CIZEX,Send_KEGAV,1
IsExistent_CIZEX,Renew_LIHEX,1
IsExistent_CIZEX,Trigger_QENOK,1
IsExistent_CIZEX,Touch_RIPAL,1
IsExistent_CIZEX,Round_MUVAV,1
IsExistent_CIZEX,Receive_CESEM,1
IsExistent_CIZEX,Freeze_WUVAN,1
IsExistent_CIZEX,Renew_MUTEM,1
IsExistent_CIZEX,Migrate_LAVEG,2
IsExistent_CIZEX,IsExistent_WOMOL,2
IsExistent_CIZEX,Select_VISEZ,2
IsExistent_CIZEX,IsExistent_XIREM,2
IsExistent_CIZEX,Complete_MEKAR,2
IsExistent_CIZEX,Touch_WUVOK,2
IsExistent_CIZEX,Initialize_XACEX,2
IsExistent_CIZEX,Trigger_SAZEB,2
IsExistent_CIZEX,Reject_WAMES,2
IsExistent_CIZEX,Receive_NOBES,2
IsExistent_CIZEX,Generate_REFEX,2
IsExistent_CIZEX,Migrate_BISAX,2
IsExistent_CIZEX,IsExistent_NAKEB,2
IsExistent_CIZEX,Renew_LAPOL,2
IsExistent_CIZEX,Complete_MATEV,2
IsExistent_CIZEX,Initialize_QOHAL,2
IsExistent_CIZEX,Freeze_PAVOG,3
IsExistent_CIZEX,Delete_KULOB,3
IsExistent_CIZEX,Start_SELOX,3
IsExistent_CIZEX,Reject_COVAN,3
IsExistent_CIZEX,Assign_DOBOZ,3
IsExistent_CIZEX,Start_XEMAL,3
IsExistent_CIZEX,Convert_ZAKOR,3
IsExistent_CIZEX,Delete_LOPEG,3
IsExistent_CIZEX,SetStatus_POXAN,5
IsExistent_CIZEX,Collect_MAGEZ,5
IsExistent_CIZEX,Select_GADEG,6
IsExistent_CIZEX,Start_XUTES,7
IsExistent_CIZEX,Delete_FONAT,7
Assign_DOBOZ,Select_CELAM,1
Assign_DOBOZ,Start_FOMAB,1
Assign_DOBOZ,Trigger_LUTOK,1
Assign_DOBOZ,Assign_LEDOR,1
Assign_DOBOZ,IsExistent_XIREM,1
Assign_DOBOZ,Freeze_XETOV,1
Assign_DOBOZ,Start_ZIVAX,1
Assign_DOBOZ,Complete_MEKAR,1
Assign_DOBOZ,Trigger_BEDAX,1
Assign_DOBOZ,Report_ROVAV,1
Assign_DOBOZ,Transform_DEMEZ,1
Assign_DOBOZ,Stop_DUSAX,1
Assign_DOBOZ,IsExistent_FATEZ,1
Assign_DOBOZ,Report_HIXAG,1
Assign_DOBOZ,Select_KOZEK,1
Assign_DOBOZ,Transform_PIFOQ,1
Assign_DOBOZ,Start_GAZAQ,1
Assign_DOBOZ,Renew_WIRAN,1
Assign_DOBOZ,Initialize_XACEX,1
Assign_DOBOZ,Stop_ZEDOZ,1
Assign_DOBOZ,Report_TOKOQ,1
Assign_DOBOZ,Complete_ZIPAV,1
Assign_DOBOZ,Renew_DATAB,1
Assign_DOBOZ,Initialize_TIMAZ,1
Assign_DOBOZ,Assign_XARAK,1
Assign_DOBOZ,Reject_COVAN,1
Assign_DOBOZ,Send_HICET,1
Assign_DOBOZ,Renew_KODOV,1
Assign_DOBOZ,Renew_REBAL,1
Assign_DOBOZ,Transform_BAKAQ,1
Assign_DOBOZ,Receive_NOBES,1
Assign_DOBOZ,Trigger_PUCOT,1
Assign_DOBOZ,Generate_REFEX,1
Assign_DOBOZ,Freeze_WALOK,1
Assign_DOBOZ,Select_GIVAT,1
Assign_DOBOZ,Complete_LABAZ,1
Assign_DOBOZ,Send_NIDOG,1
Assign_DOBOZ,Round_ZEROV,1
Assign_DOBOZ,Migrate_BISAX,1
Assign_DOBOZ,Transform_RULAV,1
Assign_DOBOZ,IsExistent_NAKEB,1
Assign_DOBOZ,Receive_DICEZ,1
Assign_DOBOZ,Trigger_FODOB,1
Assign_DOBOZ,Migrate_CIMET,1
Assign_DOBOZ,Select_SOHOG,1
Assign_DOBOZ,Migrate_NOFOL,1
Assign_DOBOZ,Start_RACOL,1
Assign_DOBOZ,Select_ZELOT,1
Assign_DOBOZ,SetStatus_HEXAS,1
Assign_DOBOZ,Send_MUCAX,1
Assign_DOBOZ,Delete_LOPEG,1
Assign_DOBOZ,Reject_HAPAN,1
Assign_DOBOZ,Transform_WUMEK,1
Assign_DOBOZ,Round_MUVAV,1
Assign_DOBOZ,Receive_CESEM,1
Assign_DOBOZ,Freeze_WUVAN,1
Assign_DOBOZ,Renew_MUTEM,1
Assign_DOBOZ,Select_VISEZ,2
Assign_DOBOZ,Freeze_PAVOG,2
Assign_DOBOZ,Collect_MAGEZ,2
Assign_DOBOZ,Start_XUTES,2
Assign_DOBOZ,Select_GADEG,2
Assign_DOBOZ,Start_XEMAL,2
Assign_DOBOZ,Renew_LAPOL,2
Assign_DOBOZ,Complete_MATEV,2
Assign_DOBOZ,Convert_ZAKOR,2
Assign_DOBOZ,Initialize_QOHAL,2
Assign_DOBOZ,Delete_KULOB,3
Assign_DOBOZ,Start_SELOX,3
Assign_DOBOZ,IsExistent_CIZEX,3
Select_GADEG,Start_NIZAL,1
Select_GADEG,Select_CELAM,1
Select_GADEG,Start_FOMAB,1
Select_GADEG,Stop_POSOV,1
Select_GADEG,Trigger_LUTOK,1
Select_GADEG,Assign_LEDOR,1
Select_GADEG,Receive_XAHEZ,1
Select_GADEG,Generate_COMEK,1
Select_GADEG,Trigger_FUSEV,1
Select_GADEG,Assign_TAKAS,1
Select_GADEG,SetStatus_ZUPEZ,1
Select_GADEG,Report_BUTAQ,1
Select_GADEG,Freeze_XETOV,1
Select_GADEG,Start_ZIVAX,1
Select_GADEG,IsExistent_DABAG,1
Select_GADEG,Generate_XAXAL,1
Select_GADEG,Convert_ZEZEM,1
Select_GADEG,Receive_ZACOV,1
Select_GADEG,Trigger_BEDAX,1
Select_GADEG,Round_GAKEK,1
Select_GADEG,Initialize_MUPOQ,1
Select_GADEG,Report_ROVAV,1
Select_GADEG,Generate_KEPEV,1
Select_GADEG,Round_MOSAZ,1
Select_GADEG,Migrate_NUTEB,1
Select_GADEG,Complete_CALAX,1
Select_GADEG,Transform_DEMEZ,1
Select_GADEG,Generate_TIHOM,1
Select_GADEG,Stop_DUSAX,1
Select_GADEG,IsExistent_FATEZ,1
Select_GADEG,Report_HIXAG,1
Select_GADEG,Select_KOZEK,1
Select_GADEG,Transform_PIFOQ,1
Select_GADEG,Start_GAZAQ,1
Select_GADEG,SetStatus_ROLOG,1
Select_GADEG,Send_VEPOM,1
Select_GADEG,Renew_WIRAN,1
Select_GADEG,Receive_BAVAS,1
Select_GADEG,Send_BUZEG,1
Select_GADEG,Delete_DECAL,1
Select_GADEG,Collect_FIDEM,1
Select_GADEG,Receive_GOFON,1
Select_GADEG,Trigger_HUGAQ,1
Select_GADEG,Generate_LEKOS,1
Select_GADEG,Initialize_SISOG,1
Select_GADEG,Stop_TOTAK,1
Select_GADEG,SetStatus_CUDAS,1
Select_GADEG,Send_GIHAX,1
Select_GADEG,Delete_KULOB,1
Select_GADEG,Touch_PORAM,1
Select_GADEG,Initialize_XACEX,1
Select_GADEG,Stop_ZEDOZ,1
Select_GADEG,Stop_QAFOL,1
Select_GADEG,Report_TOKOQ,1
Select_GADEG,Complete_ZIPAV,1
Select_GADEG,Renew_DATAB,1
Select_GADEG,Trigger_KUBEM,1
Select_GADEG,Migrate_QUHAT,1
Select_GADEG,Start_SELOX,1
Select_GADEG,Assign_XARAK,1
Select_GADEG,Send_HICET,1
Select_GADEG,Renew_KODOV,1
Select_GADEG,Send_FUGES,1
Select_GADEG,Assign_BAFOX,1
Select_GADEG,Transform_KENOM,1
Select_GADEG,Renew_MOREQ,1
Select_GADEG,Collect_PATAS,1
Select_GADEG,Send_QAZOK,1
Select_GADEG,Renew_REBAL,1
Select_GADEG,Round_HIVES,1
Select_GADEG,Initialize_XITAQ,1
Select_GADEG,Select_FICOX,1
Select_GADEG,SetStatus_HUFEB,1
Select_GADEG,Reject_MEMOT,1
Select_GADEG,Transform_BAKAQ,1
Select_GADEG,Delete_LEXOQ,1
Select_GADEG,Collect_MIZAR,1
Select_GADEG,Receive_NOBES,1
Select_GADEG,Generate_REFEX,1
Select_GADEG,Migrate_VUKEG,1
Select_GADEG,Start_XEMAL,1
Select_GADEG,Select_GIVAT,1
Select_GADEG,Delete_QUGEL,1
Select_GADEG,Collect_RAHOM,1
Select_GADEG,Migrate_BISAX,1
Select_GADEG,Initialize_FAXAG,1
Select_GADEG,IsExistent_HIBOL,1
Select_GADEG,Start_KIFEV,1
Select_GADEG,Initialize_LOGOX,1
Select_GADEG,IsExistent_NAKEB,1
Select_GADEG,Receive_DICEZ,1
Select_GADEG,Trigger_FODOB,1
Select_GADEG,Migrate_CIMET,1
Select_GADEG,Select_SOHOG,1
Select_GADEG,Migrate_NOFOL,1
Select_GADEG,SetStatus_WAFOG,1
Select_GADEG,Start_RACOL,1
Select_GADEG,Select_ZELOT,1
Select_GADEG,SetStatus_HEXAS,1
Select_GADEG,Send_MUCAX,1
Select_GADEG,Reject_HAPAN,1
Select_GADEG,Transform_WUMEK,1
Select_GADEG,Collect_HECEL,1
Select_GADEG,Receive_KIDOM,1
Select_GADEG,Convert_PEKAS,1
Select_GADEG,Round_QILET,1
Select_GADEG,Migrate_ROMOV,1
Select_GADEG,Freeze_SUNAX,1
Select_GADEG,Stop_WISAG,1
Select_GADEG,Assign_ZUVOL,1
Select_GADEG,Select_CEZEN,1
Select_GADEG,Reject_DIBOQ,1
Select_GADEG,SetStatus_FOCAR,1
Select_GADEG,Complete_GUDES,1
Select_GADEG,Transform_HAFOT,1
Select_GADEG,Send_KEGAV,1
Select_GADEG,Renew_LIHEX,1
Select_GADEG,Trigger_QENOK,1
Select_GADEG,Touch_RIPAL,1
Select_GADEG,Round_MUVAV,1
Select_GADEG,Receive_CESEM,1
Select_GADEG,Freeze_WUVAN,1
Select_GADEG,Renew_MUTEM,1
Select_GADEG,Migrate_LAVEG,2
Select_GADEG,IsExistent_WOMOL,2
Select_GADEG,Select_VISEZ,2
Select_GADEG,IsExistent_XIREM,2
Select_GADEG,Complete_MEKAR,2
Select_GADEG,Touch_WUVOK,2
Select_GADEG,Stop_HIHEV,2
Select_GADEG,Trigger_SAZEB,2
Select_GADEG,Reject_WAMES,2
Select_GADEG,Assign_DOBOZ,2
Select_GADEG,Complete_MATEV,2
Select_GADEG,Convert_ZAKOR,2
Select_GADEG,Delete_LOPEG,2
Select_GADEG,Initialize_QOHAL,2
Select_GADEG,Freeze_PAVOG,3
Select_GADEG,Reject_COVAN,3
Select_GADEG,Renew_LAPOL,4
Select_GADEG,SetStatus_POXAN,5
Select_GADEG,Collect_MAGEZ,6
Select_GADEG,Start_XUTES,6
Select_GADEG,IsExistent_CIZEX,6
Select_GADEG,Delete_FONAT,7
SetStatus_KIGAL,Complete_LOHEM,12
SetStatus_KIGAL,Receive_WUZEM,12
SetStatus_KIGAL,Complete_KILAS,3
SetStatus_KIGAL,Migrate_FIMOM,3
SetStatus_KIGAL,Report_PUXAX,3
SetStatus_KIGAL,Freeze_MEXOK,3
SetStatus_KIGAL,Initialize_POBEM,3
SetStatus_KIGAL,Report_TIGOS,3
SetStatus_KIGAL,Select_VOHAT,3
SetStatus_KIGAL,Delete_FASEL,3
SetStatus_KIGAL,Renew_KIBOZ,3
SetStatus_KIGAL,Receive_HOZAL,3
SetStatus_KIGAL,Convert_NIFER,3
SetStatus_KIGAL,Migrate_QUHAT,3
SetStatus_KIGAL,Transform_MUKON,3
SetStatus_KIGAL,Delete_GOHER,3
SetStatus_KIGAL,Send_RILOS,3
SetStatus_KIGAL,Touch_TIDOZ,3
SetStatus_KIGAL,Round_PUKOQ,3
SetStatus_KIGAL,Trigger_FINAL,3
SetStatus_KIGAL,Touch_GOPEM,3
SetStatus_KIGAL,Delete_TUBAT,6
SetStatus_KIGAL,Reject_MOFEM,6
SetStatus_KIGAL,Freeze_BOBAG,9
Complete_LOHEM,SetStatus_KIGAL,12
Complete_LOHEM,Freeze_BOBAG,12
Complete_LOHEM,Receive_WUZEM,16
Complete_LOHEM,Complete_KILAS,4
Complete_LOHEM,Migrate_FIMOM,4
Complete_LOHEM,Report_PUXAX,4
Complete_LOHEM,Freeze_MEXOK,4
Complete_LOHEM,Initialize_POBEM,4
Complete_LOHEM,Report_TIGOS,4
Complete_LOHEM,Select_VOHAT,4
Complete_LOHEM,Delete_FASEL,4
Complete_LOHEM,Renew_KIBOZ,4
Complete_LOHEM,Receive_HOZAL,4
Complete_LOHEM,Convert_NIFER,4
Complete_LOHEM,Migrate_QUHAT,4
Complete_LOHEM,Transform_MUKON,4
Complete_LOHEM,Delete_GOHER,4
Complete_LOHEM,Send_RILOS,4
Complete_LOHEM,Touch_TIDOZ,4
Complete_LOHEM,Round_PUKOQ,4
Complete_LOHEM,Trigger_FINAL,4
Complete_LOHEM,Touch_GOPEM,4
Complete_LOHEM,Delete_TUBAT,8
Complete_LOHEM,Reject_MOFEM,8
Transform_MUKON,Complete_KILAS,1
Transform_MUKON,Migrate_FIMOM,1
Transform_MUKON,Report_PUXAX,1
Transform_MUKON,Freeze_MEXOK,1
Transform_MUKON,Initialize_POBEM,1
Transform_MUKON,Report_TIGOS,1
Transform_MUKON,Select_VOHAT,1
Transform_MUKON,Delete_FASEL,1
Transform_MUKON,Renew_KIBOZ,1
Transform_MUKON,Receive_HOZAL,1
Transform_MUKON,Convert_NIFER,1
Transform_MUKON,Migrate_QUHAT,1
Transform_MUKON,Delete_GOHER,1
Transform_MUKON,Send_RILOS,1
Transform_MUKON,Touch_TIDOZ,1
Transform_MUKON,Round_PUKOQ,1
Transform_MUKON,Trigger_FINAL,1
Transform_MUKON,Touch_GOPEM,1
Transform_MUKON,Delete_TUBAT,2
Transform_MUKON,Reject_MOFEM,2
Transform_MUKON,SetStatus_KIGAL,3
Transform_MUKON,Freeze_BOBAG,3
Transform_MUKON,Complete_LOHEM,4
Transform_MUKON,Receive_WUZEM,4
Round_GICAV,Reject_VOBEK,1
Round_GICAV,IsExistent_SEBEK,1
Round_GICAV,Collect_DUCOG,1
Round_GICAV,Send_LIPAN,1
Round_GICAV,Initialize_CAKEN,1
Round_GICAV,Select_POBOR,1
Round_GICAV,Reject_QUCAS,1
Round_GICAV,Send_VOHEZ,1
Round_GICAV,Round_SONOK,1
Round_GICAV,Select_FICOX,1
Round_GICAV,Delete_PUMAN,1
Round_GICAV,Reject_MEMOT,1
Round_GICAV,Collect_VOXAL,1
Round_GICAV,Round_PAZEL,1
Round_GICAV,Start_WESON,2
Round_GICAV,Renew_SETEG,4
Migrate_HODEX,Receive_KOSEG,1
Migrate_HODEX,SetStatus_MACAM,1
Migrate_HODEX,Trigger_WONOZ,1
Migrate_HODEX,Freeze_KUFOZ,1
Migrate_HODEX,Start_LAGAB,1
Migrate_HODEX,Initialize_MEHEG,1
Migrate_HODEX,Stop_NIKOK,1
Migrate_HODEX,IsExistent_POLAL,1
Migrate_HODEX,Assign_QUMEM,1
Migrate_HODEX,Report_RANON,1
Migrate_HODEX,Complete_WUTAT,1
Migrate_HODEX,Send_ZEXOX,1
Migrate_HODEX,Renew_BIZAZ,1
Migrate_HODEX,Delete_COBEB,1
Migrate_HODEX,SetStatus_BECEN,1
Migrate_HODEX,Complete_CIDOQ,1
Migrate_HODEX,Round_ROTEM,1
Migrate_HODEX,Freeze_TAXAQ,1
Migrate_HODEX,Stop_XOCAT,1
Migrate_HODEX,IsExistent_ZUDEV,1
Migrate_HODEX,Initialize_HOSAK,1
Migrate_HODEX,Touch_DUREN,1
Migrate_HODEX,Generate_FASOQ,1
Migrate_HODEX,Generate_LOCEL,1
Migrate_HODEX,Convert_MUDOM,1
Migrate_HODEX,Trigger_NUHEX,1
Migrate_HODEX,Round_KIPOQ,1
Migrate_HODEX,Receive_CIHAG,1
Migrate_HODEX,Renew_ZUXET,1
Migrate_HODEX,Start_QAHEN,1
Migrate_HODEX,Renew_SOMAT,1
Migrate_HODEX,Delete_TUNEV,1
Migrate_HODEX,Collect_VAPOX,1
Migrate_HODEX,Generate_BUVAK,1
Migrate_HODEX,Select_LUVOX,1
Migrate_HODEX,Delete_FIZEZ,1
Migrate_HODEX,Migrate_QALAR,1
Migrate_HODEX,Initialize_TOPAV,1
Migrate_HODEX,Stop_VUREX,1
Migrate_HODEX,IsExistent_WASOZ,1
Migrate_HODEX,Assign_XETAB,1
Freeze_KUFOZ,Convert_RUROS,1
Freeze_KUFOZ,Round_SASAT,1
Freeze_KUFOZ,Migrate_TETEV,1
Freeze_KUFOZ,Renew_NAPAX,1
Freeze_KUFOZ,Delete_PEREZ,1
Freeze_KUFOZ,Collect_QISOB,1
Freeze_KUFOZ,Receive_ROTAG,1
Freeze_KUFOZ,Trigger_SUVEK,1
Freeze_KUFOZ,Start_POVEZ,1
Freeze_KUFOZ,Receive_KOSEG,1
Freeze_KUFOZ,Assign_GEVOB,1
Freeze_KUFOZ,SetStatus_MACAM,1
Freeze_KUFOZ,Migrate_HODEX,1
Freeze_KUFOZ,Start_LAGAB,1
Freeze_KUFOZ,IsExistent_POLAL,1
Freeze_KUFOZ,Assign_QUMEM,1
Freeze_KUFOZ,Complete_WUTAT,1
Freeze_KUFOZ,Send_ZEXOX,1
Freeze_KUFOZ,Renew_BIZAZ,1
Freeze_KUFOZ,Delete_COBEB,1
Freeze_KUFOZ,SetStatus_BECEN,1
Freeze_KUFOZ,Complete_CIDOQ,1
Freeze_KUFOZ,Round_ROTEM,1
Freeze_KUFOZ,Freeze_TAXAQ,1
Freeze_KUFOZ,Stop_XOCAT,1
Freeze_KUFOZ,IsExistent_ZUDEV,1
Freeze_KUFOZ,Initialize_HOSAK,1
Freeze_KUFOZ,Touch_DUREN,1
Freeze_KUFOZ,Generate_FASOQ,1
Freeze_KUFOZ,Generate_LOCEL,1
Freeze_KUFOZ,Convert_MUDOM,1
Freeze_KUFOZ,Trigger_NUHEX,1
Freeze_KUFOZ,Trigger_DOKEK,1
Freeze_KUFOZ,Touch_FULOL,1
Freeze_KUFOZ,Generate_GAMAM,1
Freeze_KUFOZ,Round_KIPOQ,1
Freeze_KUFOZ,Receive_CIHAG,1
Freeze_KUFOZ,Receive_DICEZ,1
Freeze_KUFOZ,Round_LIKAM,1
Freeze_KUFOZ,Start_QAHEN,1
Freeze_KUFOZ,Stop_DODEG,1
Freeze_KUFOZ,Renew_SOMAT,1
Freeze_KUFOZ,Delete_TUNEV,1
Freeze_KUFOZ,Collect_VAPOX,1
Freeze_KUFOZ,Generate_BUVAK,1
Freeze_KUFOZ,Send_ZAHAG,1
Freeze_KUFOZ,Delete_CILOL,1
Freeze_KUFOZ,Initialize_ROCEG,1
Freeze_KUFOZ,Start_COMON,1
Freeze_KUFOZ,Initialize_KIXOL,1
Freeze_KUFOZ,Round_KEBAT,1
Freeze_KUFOZ,Freeze_MODOX,1
Freeze_KUFOZ,Start_NUFAZ,1
Freeze_KUFOZ,Trigger_KADEK,1
Freeze_KUFOZ,Touch_LEFOL,1
Freeze_KUFOZ,Migrate_QALAR,1
Freeze_KUFOZ,Initialize_TOPAV,1
Freeze_KUFOZ,Stop_VUREX,1
Freeze_KUFOZ,IsExistent_WASOZ,1
Freeze_KUFOZ,Assign_XETAB,1
Freeze_KUFOZ,Trigger_WONOZ,2
Freeze_KUFOZ,Initialize_MEHEG,2
Freeze_KUFOZ,Stop_NIKOK,2
Freeze_KUFOZ,Report_RANON,2
Freeze_KUFOZ,Renew_ZUXET,2
Freeze_KUFOZ,Select_LUVOX,2
Freeze_KUFOZ,Delete_FIZEZ,2
Start_LAGAB,Receive_KOSEG,1
Start_LAGAB,SetStatus_MACAM,1
Start_LAGAB,Trigger_WONOZ,1
Start_LAGAB,Migrate_HODEX,1
Start_LAGAB,Freeze_KUFOZ,1
Start_LAGAB,Initialize_MEHEG,1
Start_LAGAB,Stop_NIKOK,1
Start_LAGAB,IsExistent_POLAL,1
Start_LAGAB,Assign_QUMEM,1
Start_LAGAB,Report_RANON,1
Start_LAGAB,Complete_WUTAT,1
Start_LAGAB,Send_ZEXOX,1
Start_LAGAB,Renew_BIZAZ,1
Start_LAGAB,Delete_COBEB,1
Start_LAGAB,SetStatus_BECEN,1
Start_LAGAB,Complete_CIDOQ,1
Start_LAGAB,Round_ROTEM,1
Start_LAGAB,Freeze_TAXAQ,1
Start_LAGAB,Stop_XOCAT,1
Start_LAGAB,IsExistent_ZUDEV,1
Start_LAGAB,Initialize_HOSAK,1
Start_LAGAB,Touch_DUREN,1
Start_LAGAB,Generate_FASOQ,1
Start_LAGAB,Generate_LOCEL,1
Start_LAGAB,Convert_MUDOM,1
Start_LAGAB,Trigger_NUHEX,1
Start_LAGAB,Round_KIPOQ,1
Start_LAGAB,Receive_CIHAG,1
Start_LAGAB,Renew_ZUXET,1
Start_LAGAB,Start_QAHEN,1
Start_LAGAB,Renew_SOMAT,1
Start_LAGAB,Delete_TUNEV,1
Start_LAGAB,Collect_VAPOX,1
Start_LAGAB,Generate_BUVAK,1
Start_LAGAB,Select_LUVOX,1
